Term,Definition,Grammatical Label,Topic,URL
buffalo head,A flow cross installed on top of a frac tree where treating iron is connected and treatment fluid enters the frac tree.,Noun,Well Completions,https://glossary.slb.com/en/terms/b/buffalo_head
blast sleeve,"A sleeve installed in flow control equipment to protect sensitive equipment from abrasive fluid flow. A blast sleeve is commonly inserted in flow crosses where wireline, coiled tubing, or fiber-optic cables are being passed through.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/blast_sleeve
blow down,To vent gas from a well or production system. Wells that have been shut in for a period frequently develop a gas cap caused by gas percolating through the fluid column in the wellbore. It is often desirable to remove or vent the free gas before starting well intervention work.,Verb,Well Completions,https://glossary.slb.com/en/terms/b/blow_down
bottomhole static temperature,"The temperature of the undisturbed formation at the final depth in a well. The formation cools during drilling, and most of the cooling dissipates after about 24 hours of static conditions, although it is theoretically impossible for the temperature to return to undisturbed conditions. This temperature is measured under static conditions after sufficient time has elapsed to negate any effects from circulating fluids. Tables, charts, and computer routines are used to predict BHST as functions of depth, geographic area, and various time functions. The BHST is generally higher than the bottomhole circulating temperature and can be an important factor when using temperature-sensitive tools or treatments.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_static_temperature
bottomhole temperature,"The temperature in the borehole at total depth at the time it is measured. In log interpretation, the bottomhole temperature (BHT) is taken as the maximum recorded temperature during a logging run or preferably the last of series of runs during the same operation.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/b/bottomhole_temperature
bottomhole choke,A downhole device used to control fluid flow under downhole conditions. Downhole chokes are generally removable with slickline intervention and are located in a landing nipple in the tubing string.,Noun,Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_choke
bottomhole sampler,"A tool or assembly used to retrieve samples of fluids or fill material from the wellbore. Used as a treatment design aid, the retrieved samples can be checked for compatibility with the selected treatment fluid to verify performance or identify any undesirable reactions.",Noun,Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_sampler
bottomhole pressure,"The pressure, usually measured in pounds per square inch (psi), at the bottom of the hole. This pressure may be calculated in a static, fluid-filled wellbore with the equation:

BHP = MW * Depth * 0.052

where",Noun,Drilling,https://glossary.slb.com/en/terms/b/bottomhole_pressure
bottomhole injection pressure (BHIP),The downhole pressure at which a treatment fluid can be injected into a zone of interest. The bottomhole injection pressure is typically calculated by adding the hydrostatic pressure of the fluid column to the surface pump pressure measured during an injection test.,Noun,Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_injection_pressure_bhip
cleanup,"A period of controlled production, generally following a stimulation treatment, during which time treatment fluids return from the reservoir formation. Depending on the treatment, the cleanup period can be relatively short and uncomplicated. However, following more complex treatments such as gravel pack or hydraulic fracturing, the cleanup process should be conducted carefully to avoid jeopardizing the long-term efficiency of the treatment.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cleanup
cap the well,To regain control of a blowout well by installing and closing a valve on the wellhead.,Verb,Well Completions,https://glossary.slb.com/en/terms/c/cap_the_well
carbon dioxide corrosion,The deterioration of metal components resulting from contact with a gas or solution containing carbon dioxide.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/carbon_dioxide_corrosion
carrier fluid,"A fluid that is used to transport materials into or out of the wellbore. Carrier fluids typically are designed according to three main criteria: the ability to efficiently transport the necessary material (such as pack sand during a gravel pack), the ability to separate or release the materials at the correct time or place, and compatibility with other wellbore fluids while being nondamaging to exposed formations.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/carrier_fluid
clear brine,Water containing more dissolved inorganic salt than typical seawater.,Noun,Geology,https://glossary.slb.com/en/terms/c/clear_brine
casing bowl,A wellhead component or a profile formed in wellhead equipment in which the casing hanger is located when a casing string has been installed. The casing bowl incorporates features to secure and seal the upper end of the casing string and frequently provides a port to enable communication with the annulus.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_bowl
casing,"Large-diameter pipe lowered into an openhole and cemented in place. The well designer must design casing to withstand a variety of forces, such as collapse, burst, and tensile failure, as well as chemically aggressive brines. Most casing joints are fabricated with male threads on each end, and short-length casing couplings with female threads are used to join the individual joints of casing together, or joints of casing may be fabricated with male threads on one end and female threads on the other. Casing is run to protect freshwater formations, isolate a zone of lost returns, or isolate formations with significantly different pressure gradients. The operation during which the casing is put into the wellbore is commonly called ""running pipe."" Casing is usually manufactured from plain carbon steel that is heat-treated to varying strengths but may be specially fabricated of stainless steel, aluminum, titanium, fiberglass, and other materials.",Noun,Drilling,https://glossary.slb.com/en/terms/c/casing
calcium carbonate plug,"A temporary plug formulated with graded granules or flakes of calcium carbonate that are generally circulated into place as a slurry and allowed to settle out. Calcium carbonate plugs commonly are used to isolate lower production zones, either to enable a column of well control fluid to be placed, or to provide some protection for a lower zone while treating upper zones. Because of their high reaction rate with hydrochloric acid, calcium carbonate plugs are easily removed using common acidizing materials and equipment.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/calcium_carbonate_plug
casing burst pressure,The theoretical internal pressure differential at which a joint of casing will fail. The casing burst pressure value is a key consideration in many well-control and contingency operations and is a major factor in the well design process.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_burst_pressure
cased hole,"The portion of the wellbore that has had metal casing placed and cemented to protect the openhole from fluids, pressures, wellbore stability problems, or a combination of these.",Noun,Drilling,https://glossary.slb.com/en/terms/c/cased_hole
carbonate scale,"A common type of mineral deposit that is often found on wellbore tubulars and components as the saturation of produced water is affected by changing temperature and pressure conditions in the production conduit. Carbonate scales have a high dissolution rate in common oilfield acids and generally can be effectively removed using acid or chemical treatments. Scale inhibition techniques also may be used to prevent scale formation. In the majority of cases, scale prevention is simpler and more cost-effective than attempting a cure.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/carbonate_scale
circulation device,"A completion component, generally included in the lower assembly near the packer, that allows communication between the tubing and annulus. Circulation devices enable the circulation of fluids for well control or kickoff purposes.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/circulation_device
cement extender,"A chemical additive or inert material used to decrease the density or increase the yield of a cement slurry. The slurry yield is typically expressed in cubic feet of slurry per sack of cement. Increasing the yield reduces the cost per volume of cement slurry, while reducing the slurry density reduces the hydrostatic pressure of the cement column, enabling weak zones to be successfully cemented and isolated.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_extender
casing joint,"A length of steel pipe, generally around 40-ft [13-m] long with a threaded connection at each end. Casing joints are assembled to form a casing string of the correct length and specification for the wellbore in which it is installed.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_joint
correlate,"To seek a comparison or equivalence. Scientists attempt to compare or match up well log signatures, chemical signatures, seismic signatures, fossils and rock samples across wide areas to determine the equivalence, extent, thickness, quality, relative age or other properties of stratigraphic units and rock bodies.",vt.,Geology,https://glossary.slb.com/en/terms/c/correlate
cement dispersant,"A chemical additive that reduces the cement slurry viscosity to improve fluid flow characteristics. Adequately dispersed cement slurries exhibit improved fluid-loss control, can displace drilling fluid more efficiently, and be successfully mixed and pumped at higher densities.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_dispersant
casing thread,"The threadform found on casing joints. In addition to providing mechanical or structural strength, the casing thread must be compatible with the pressures and fluids associated with the application. Some advanced threadforms incorporate a gas seal.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_thread
casing swage,"A short crossover joint used between two sizes or specifications of casing. A circulating swage is an adapter that enables a temporary circulating line to be rigged to the top of the casing string, allowing circulation of fluids to help properly locate the casing string.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_swage
casing valve,A valve installed in the wellhead assembly to provide access to the casing annulus of nonproducing casings.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_valve
casing shoe test,A pressure test applied to the formation directly below a casing shoe. The test is generally conducted soon after drilling resumes after an intermediate casing string has been set. The purpose of the test is to determine the maximum pressures that may be safely applied without the risk of formation breakdown. The results of the test are used to design the mud program for the subsequent hole section and to set safe limits on casing shut-in or choke pressures for well-control purposes.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_shoe_test
cement,The binding material in sedimentary rocks that precipitates between grains from pore fluids. Calcite and quartz are common cement-forming minerals.,Noun,Geology,https://glossary.slb.com/en/terms/c/cement
casing hanger,The subassembly of a wellhead that supports the casing string when it is run into the wellbore. The casing hanger provides a means of ensuring that the string is correctly located and generally incorporates a sealing device or system to isolate the casing annulus from upper wellhead components.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_hanger
casing hardware,"A generic term used to describe equipment attached to, and run with, the casing string. Commonly used casing hardware includes guide or float shoes, float or landing collars, centralizers, scratchers, and cement baskets. More specialized casing hardware may include stage-cementing collars, differential fill-up equipment, and other specialized equipment to help achieve successful placement and cementation of the casing string.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_hardware
casing reciprocation,Movement applied to the casing string during the cementing operation to help in removal of drilling fluid and efficient placement of the cement slurry.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_reciprocation
casing spool,A wellhead component used in flanged wellhead assemblies to secure the upper end of a casing string. Casing spools or bowls are available in a wide range of sizes and pressure ratings and are selected to suit the specific conditions.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_spool
corrosion-resistant alloy (CRA),"A specially formulated material used for completion components in wells likely to present corrosion problems. Corrosion-resistant alloys can be formulated for a wide range of aggressive wellbore conditions. However, cost generally determines the viability of any particular completion design. Alloys with a high chrome content are commonly used for tubing strings.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/corrosion-resistant_alloy_cra
cresting,The change in oil-water or gas-oil contact profiles as a result of drawdown pressures during production. Cresting occurs in horizontal or highly deviated wells and is affected by the characteristics of the fluids involved and the ratio of horizontal to vertical permeability.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/cresting
cement additive,"Chemicals and materials added to a cement slurry to modify the characteristics of the slurry or set cement. Cement additives may be broadly categorized as accelerators, retarders, fluid-loss additives, dispersants, extenders, weighting agents, lost circulation additives, and special additives designed for specific operating conditions. Cement additives are commonly available in powder or liquid form, enabling some flexibility in how the cement slurry is prepared.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_additive
cement accelerator,A chemical additive mixed with cement slurry to reduce the time required for the set cement to develop sufficient compressive strength to enable drilling operations to continue. Accelerators are generally used in near-surface applications in which the temperature is relatively low.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_accelerator
casing collar locator (CCL),A downhole tool used to confirm or correlate treatment depth using known reference points on the casing string. The casing collar locator is an electric logging tool that detects the magnetic anomaly caused by the relatively high mass of the casing collar. A signal is transmitted to surface equipment that provides a screen display and printed log enabling the output to be correlated with previous logs and known casing features such as pup joints installed for correlation purposes.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_collar_locator_ccl
casing collar log,"A log provided by a casing collar locator tool that generally incorporates a gamma ray log to correlate the relative position of casing string features, such as the location of a pup joint, with the reservoir or formation of interest.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_collar_log
casing completion,"A completion configuration in which a production casing string is set across the reservoir interval and perforated to allow communication between the formation and wellbore. The casing performs several functions, including supporting the surrounding formation under production conditions, enabling control of fluid production through selective perforation and allowing subsequent or remedial isolation by packers, plugs, or special treatments.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_completion
casing pressure,"A term used in well-control operations, typically during the drilling or workover phases of a well, to describe the pressure in the drillpipe or tubing annulus.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_pressure
casing test,A general term used to describe a drillstem test (DST) performed in cased hole.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/casing_test
cement plug,"A balanced plug of cement slurry placed in the wellbore. Cement plugs are used for a variety of applications including hydraulic isolation, provision of a secure platform, and in window-milling operations for sidetracking a new wellbore.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_plug
chemical diverter,"A chemical agent used in stimulation treatments to ensure uniform injection over the area to be treated. Chemical diverters function by creating a temporary blocking effect that is safely cleaned up following the treatment, enabling enhanced productivity throughout the treated interval. In matrix acidizing of injection wells, benzoic acid is used as a chemical diverter, while oil-soluble resins are employed in production wells. Both compounds are slightly soluble or inert in the acidic medium [HCl], but after functioning as diverters, they dissolve with water injection or oil production, respectively. Stable, viscous foams generated in the rock matrix are also considered to be chemical diverters.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/chemical_diverter
check valve,"A mechanical device that permits fluid to flow or pressure to act in one direction only. Check valves are used in a variety of oil and gas industry applications as control or safety devices. Check valve designs are tailored to specific fluid types and operating conditions. Some designs are less tolerant of debris, while others may obstruct the bore of the conduit or tubing in which the check valve is fitted.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/check_valve
chemical wash,"A fluid, generally water-based, to thin and disperse mud in preparation for cementing. The chemical wash is pumped ahead of the cement slurry to help ensure effective mud removal and efficient cement placement. Other specialized chemical washes may be used in the remedial treatment of scales or paraffin deposits in production tubulars.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/chemical_wash
cement squeeze,"A remedial cementing operation designed to force cement into leak paths in wellbore tubulars. The required squeeze pressure is achieved by carefully controlling pump pressure. Squeeze cementing operations may be performed to repair poor primary cement jobs, isolate perforations, or repair damaged casing or liner.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_squeeze
centralizer,"A device fitted with a hinged collar and bowsprings to keep the casing or liner in the center of the wellbore to help ensure efficient placement of a cement sheath around the casing string. If casing strings are cemented off-center, there is a high risk that a channel of drilling fluid or contaminated cement will be left where the casing contacts the formation, creating an imperfect seal.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/centralizer
charged zone,A formation interval that has become overpressured by the injection of drilling or treatment fluids.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/charged_zone
chelating agent,"A chemical used to bind metal ions to form a ring structure. Chelating agents stabilize or prevent the precipitation of damaging compounds. In the oil field, chelating agents are used in stimulation treatments and for cleaning surface facilities. They are also used to treat or remove scale or weighting agents in reservoir drilling fluids. During acid or scale-removal treatments, various compounds may be dissolved in the treatment fluid. As the acid reacts and the pH increases, reaction products may precipitate as a gelatinous, insoluble mass. Should this occur within the formation matrix, it is almost impossible to remove and permanent permeability damage may occur. Chelating agents prevent precipitation by keeping ions in a soluble form until the treatment fluid can be flowed back from the formation during cleanup. Typical oilfield chelating agents include EDTA (ethylenediamine tetraacetic acid), HEDTA (hydroxyethylenediamine triacetic acid), NTA (nitriolotriacetic acid), and citric acid.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/chelating_agent
close in,"To close a valve to stop or isolate fluid flow. The term is most commonly applied to ""closing-in the well,"" meaning isolation of the wellbore by closing the master valve.",Verb,Well Completions,https://glossary.slb.com/en/terms/c/close_in
choke,"A device incorporating an orifice that is used to control fluid flow rate or downstream system pressure. Chokes are available in several configurations for both fixed and adjustable modes of operation. Adjustable chokes enable the fluid flow and pressure parameters to be changed to suit process or production requirements. Fixed chokes do not provide this flexibility, although they are more resistant to erosion under prolonged operation or production of abrasive fluids.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/choke
choke manifold,"A set of high-pressure valves and associated piping that usually includes at least two adjustable chokes, arranged such that one adjustable choke may be isolated and taken out of service for repair and refurbishment while well flow is directed through the other one.",Noun,Drilling,https://glossary.slb.com/en/terms/c/choke_manifold
churn flow,"A multiphase flow regime in near-vertical pipes in which large, irregular slugs of gas move up the center of the pipe, usually carrying droplets of oil or water with them. Most of the remaining oil or water flows up along the pipe walls. The flow is relatively chaotic, producing a frothy mixture. Unlike slug flow, neither phase is continuous. The gas slugs are relatively unstable, and take on large, elongated shapes. Also known as transition flow, this flow is an intermediate flow condition between slug flow and mist flow and occurs at relatively high gas velocity. As the gas velocity increases, it changes into annular flow.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/churn_flow
cement retarder,A chemical agent used to increase the thickening time of cement slurries to enable proper placement. The need for cement retardation increases with depth due to the greater time required to complete the cementing operation and the effect of increased temperature on the cement-setting process.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_retarder
cement retainer,"An isolation tool set in the casing or liner that enables treatments to be applied to a lower interval while providing isolation from the annulus above. Cement retainers are typically used in cement squeeze or similar remedial treatments. A specially profiled probe, known as a stinger, is attached to the bottom of the tubing string to engage in the retainer during operation. When the stinger is removed, the valve assembly isolates the wellbore below the cement retainer.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/cement_retainer
crossover,A short subassembly used to enable two components with different thread types or sizes to be connected.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/crossover
crystallization temperature,"The temperature at which crystals will appear in a brine solution of a given density as it cools. In preparing oilfield brines, the crystallization temperature can be used to indicate the maximum saturation (density) achievable for a brine solution at a given temperature.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/crystallization_temperature
crossflow,"The flow of fluid across the bottom of the bit after it exits the bit nozzles, strikes the bottom or sides of the hole and turns upwards to the annulus. Modern, well-designed bits maximize crossflow using an asymmetric nozzle arrangement.",Noun,Drilling,https://glossary.slb.com/en/terms/c/crossflow
crossover service tool,"A specialized tool, frequently used in gravel-pack operations, that enables the circulation of the treatment fluid (slurry) from the internal flow path of the tool string into the annulus area to be packed. The returned carrier fluid enters the internal flow path at the base of the tool before crossing over to the annulus above the packer assembly, isolating the annulus.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/crossover_service_tool
cross over,A short subassembly used to enable two components with different thread types or sizes to be connected.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/cross_over
crown valve,The topmost valve on a Christmas tree that provides vertical access to the wellbore.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/crown_valve
continuous gas lift,An artificial-lift method in which the gas-lift system is operated on a continuous basis to sustain liquid production at an efficient rate.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/continuous_gas_lift
crushed zone,"The rubblized rock just below the tooth of a rock bit. Rock in the crushed zone fails due to the high compressive stress placed on it by the bit tooth (in the case of a roller-cone bit). The effective creation of and removal of crushed zone rock is important to the efficiency of the drill bit. If the rock is not broken and removed efficiently, the result is akin to effectively drilling the hole twice.",Noun,Drilling,https://glossary.slb.com/en/terms/c/crushed_zone
contingency plan,"A key component of the operational planning process that takes account of reasonably foreseeable events that may prevent completion of normal operations. The formal plans and procedures for any operation should include normal operating procedures, contingency plans and emergency responses.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/contingency_plan
command trailer,A trailer in which fracturing engineers can monitor formation pressures and other critical information pertaining to the fracturing process.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/command_trailer
commingled flow,"A term used to describe the flow pattern where two or more fluid phases may be present in a relatively even distribution. The flow rate and conduit geometry may cause an apparent mixing of the phases. However, if the flow characteristics are changed through flow rate or conduit geometry, fluid separation may occur. Fine solids also may be entrained in a commingled flow. Commingled flow may also describe the production of fluid from two or more separate zones through a single conduit.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/commingled_flow
coiled tubing completion,"A completion that utilizes coiled tubing as the production conduit, or as a means of conveying and installing completion equipment or components. Since the coiled tubing string is continuous, problems associated with connections are avoided. Also, the pressure-control equipment used on coiled tubing operations enables work to be safely conducted on live wells.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/coiled_tubing_completion
collar locator,"A downhole tool or logging device used to detect and track (log) casing or tubing collars across a zone of interest, typically for correlation purposes. Most collar locators detect the magnetic anomaly created by the mass of the steel collar and transmit a signal to surface-display and depth correlation equipment.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/collar_locator
collar,"A threaded coupling used to join two lengths of pipe such as production tubing, casing or liner. The type of thread and style of collar varies with the specifications and manufacturer of the tubing.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/collar
collar lock,A type of lock designed to be set in the recess of a tubing collar. Collar locks are compatible only with conventional thread connections where a space exists between the two tubing joints. Premium tubing grades have flush internal surfaces with no space to enable setting of the retaining dogs.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/collar_lock
conductor pipe,"The casing string that is usually put into the well first, particularly on land wells, to prevent the sides of the hole from caving into the wellbore. This casing, sometimes called drive pipe, is generally a short length and is sometimes driven into the ground. Conductor pipe is run because the shallow section of most wells onshore is drilled in unconsolidated sediment or soil rather than consolidated strata typically encountered deeper. Offshore, the drive pipe or structural casing may be installed prior to the conductor for similar reasons.",Noun,Drilling,https://glossary.slb.com/en/terms/c/conductor_pipe
coning,The change in oil-water contact or gas-oil contact profiles as a result of drawdown pressures during production. Coning occurs in vertical or slightly deviated wells and is affected by the characteristics of the fluids involved and the ratio of horizontal to vertical permeability.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/coning
collar log,"A log showing the depth or relative position of casing or tubing collars that is used to correlate depth for depth-sensitive applications such as perforating or isolation treatments. Indications are provided by a collar locator tool and correlations are made with previous baseline logs, such as the gamma ray log, or the casing or tubing running tally prepared during the installation process.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/collar_log
completion fluid,"A solids-free liquid used to ""complete"" an oil or gas well. This fluid is placed in the well to facilitate final operations prior to initiation of production, such as setting screens production liners, packers, downhole valves or shooting perforations into the producing zone. The fluid is meant to control a well should downhole hardware fail, without damaging the producing formation or completion components. Completion fluids are typically brines (chlorides, bromides and formates), but in theory could be any fluid of proper density and flow characteristics. The fluid should be chemically compatible with the reservoir formation and fluids, and is typically filtered to a high degree to avoid introducing solids to the near-wellbore area. Seldom is a regular drilling fluid suitable for completion operations due to its solids content, pH and ionic composition. Drill-in fluids can, in some cases, be suitable for both purposes.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/completion_fluid
complete a well,To perform activities in the final stages of well construction to prepare a well for production. The well is completed once zones of interest have been identified.,Verb,Well Completions,https://glossary.slb.com/en/terms/c/complete_a_well
composite frac tree,A frac tree in which multiple frac valves are contained in a single large body such that the overall height of the frac tree is reduced.,Noun,Well Completions,https://glossary.slb.com/en/terms/c/composite_frac_tree
compression-set packer,"A type of downhole packer that is activated or set by applying compressive force to the packer assembly. In most cases, this is achieved with set-down weight from the running string, which is controlled by the driller or operator observing the weight indicator on the rig or coiled tubing unit.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/compression-set_packer
completion quality (CQ),"A prediction of how effectively rock may be stimulated using hydraulic fracturing. Completion quality (CQ) is an engineering assessment of factors that determine the effectiveness of hydraulic fracture treatments and includes the ability to initiate and create an induced fracture network, the degree of reservoir contact of the newly created fractures, the level of connection to the natural fracture system of those created fractures and ability of the stimulated reservoir to deliver gas or oil into the well.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/completion-quality-cq
completion skin,"An indicator used to determine the effect that key completion components have on the production efficiency of a well. If one or more of the well-completion components create a localized pressure drop, the effect may be a reduction in the production capability of the well. Such conditions are evident as completion skin.",Noun,Well Completions,https://glossary.slb.com/en/terms/c/completion_skin
damaged zone,"The area surrounding the wellbore that has been harmed by the drilling process, generally as a result of mud or cement-filtrate invasion. Near-wellbore damage can significantly affect productivity and is typically easier to prevent than it is to cure. Although almost always present, a lightly damaged zone around the wellbore can be bypassed by perforation tunnels to create connecting conduits from the wellbore to the undamaged reservoir formation. More severe cases of damage may require a matrix-acidizing treatment to restore the natural permeability, or a hydraulic fracturing treatment to create a new high-conductivity flow path to the reservoir.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/damaged_zone
depth control,The procedures and equipment used to measure and correlate depth to ensure that a treatment is applied at the correct position within the wellbore.,Noun,Well Completions,https://glossary.slb.com/en/terms/d/depth_control
datum,"An agreed and known value, such as the elevation of a benchmark or sea level, to which other measurements are corrected. In seismic data, the term refers to an arbitrary planar surface to which corrections are made and on which sources and receivers are assumed to lie to minimize the effects of topography and near-surface zones of low velocity.",Noun,Geophysics,https://glossary.slb.com/en/terms/d/datum
depth reference point,"A point within the wellbore from which accurate depth measurements can be made, such as the end of the tubing string, or a nipple or similar completion component.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/depth_reference_point
depleted zone,An isolated section of reservoir in which the pressure has dropped below that of adjacent zones or the main body of the reservoir formation.,Noun,Well Completions,https://glossary.slb.com/en/terms/d/depleted_zone
drift,A term to describe the inclination from vertical of a wellbore.,Noun,Drilling,https://glossary.slb.com/en/terms/d/drift
driller's depth,"The depth of a well or features within the wellbore as measured while drilling. The measured length of each joint of drillpipe or tubing is added to provide a total depth or measurement to the point of interest. Driller's depth is the first depth measurement of a wellbore and is taken from the rotary table level on the rig floor. In most cases, subsequent depth measurements, such as those made during the well completion phase, are corrected to the wellhead datum that is based on driller's depth.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/drillers_depth
drillable packer,"A packer assembly that can be removed from the wellbore only by drilling or milling. Drillable packers, and similar tools such as bridge plugs, are typically made from cast iron, aluminum, plastic, or similar brittle materials.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/drillable_packer
diverter,"A chemical agent or mechanical device used in injection treatments, such as matrix stimulation, to ensure a uniform distribution of treatment fluid across the treatment interval. Injected fluids tend to follow the path of least resistance, possibly resulting in the least permeable areas receiving inadequate treatment. By using some means of diversion, the treatment can be focused on the areas requiring the most treatment. To be effective, the diversion effect should be temporary to enable the full productivity of the well to be restored when the treatment is complete. There are two main categories of diversion: chemical diversion and mechanical diversion. Chemical diverters function by creating a temporary blocking effect that is safely cleaned up following the treatment, enabling enhanced productivity throughout the treated interval. Mechanical diverters act as physical barriers to ensure even treatment.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/diverter
drop ball,"A ball that is dropped or pumped through the wellbore tubulars to activate a downhole tool or device. When the ball is located on a landing seat, hydraulic pressure generally is applied to operate the tool mechanism.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/drop_ball
dry gas,"Natural gas that occurs in the absence of condensate or liquid hydrocarbons, or gas that has had condensable hydrocarbons removed. Dry gas typically has a gas-to-oil ratio exceeding 100,000 scf/STB.",Noun,Geology,https://glossary.slb.com/en/terms/d/dry_gas
drainhole,"A hole or short conduit through which fluids can flow. In equipment applications, a drainhole is generally made to avoid the buildup of pressure within a nonpressure area, such as may occur in the event of a leak in a pressure housing within a tool assembly.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/drainhole
drain hole,"A hole or short conduit through which fluids can flow. In equipment applications, a drain hole is generally made to avoid the buildup of pressure within a nonpressure area, such as may occur in the event of a leak in a pressure housing within a tool assembly.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/drain_hole
dual completion,"A single wellbore having tubulars and equipment that enable production from two segregated zones. In most cases, two tubing strings will be used to provide the necessary level of control and safety for the fluids from both zones. However, in some simple dual completions, the second or upper zone is produced up the tubing-casing annulus.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/dual_completion
diverting agent,"A chemical agent used in stimulation treatments to ensure uniform injection over the area to be treated. Diverting agents, also known as chemical diverters, function by creating a temporary blocking effect that is safely cleaned up following the treatment, enabling enhanced productivity throughout the treated interval. In matrix acidizing of injection wells, benzoic acid is used as a chemical diverter, while oil-soluble resins are employed in production wells. Both compounds are slightly soluble or inert in the acidic medium [HCl], but after functioning as diverters, they dissolve with water injection or oil production, respectively. Stable, viscous foams generated in the rock matrix are also considered to be chemical diverters.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/diverting_agent
disposal well,"A well, often a depleted oil or gas well, into which waste fluids can be injected for safe disposal. Disposal wells typically are subject to regulatory requirements to avoid the contamination of freshwater aquifers.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/disposal_well
downstream,"Pertaining to equipment, facilities or systems that are located in the production train after the surface choke or Christmas tree.",Adjective,Well Completions,https://glossary.slb.com/en/terms/d/downstream
downhole gauge,"A pressure gauge, typically run on slickline, used to measure and record downhole pressure. Downhole gauges are commonly used in assessing the downhole pressure under various flowing conditions, the basis of pressure transient analysis.",Noun,Well Completions,https://glossary.slb.com/en/terms/d/downhole_gauge
release joint,A downhole tool that is designed to part under controlled conditions. A release joint enables part of the tool string to be left in the wellbore while the running string is retrieved.,Noun,Well Completions,https://glossary.slb.com/en/terms/r/release_joint
