Term,Definition,Grammatical Label,Topic,URL
log,"To continuously measure formation properties with electrically powered instruments to infer properties and make decisions about drilling and production operations. The record of the measurements, typically a long strip of paper, is also called a log. Measurements include electrical properties (resistivity and conductivity at various frequencies), sonic properties, active and passive nuclear measurements, dimensional measurements of the wellbore, formation fluid sampling, formation pressure measurement, wireline-conveyed sidewall coring tools, and others. For wireline measurements, the logging tool (or sonde) is lowered into the open wellbore on a multiple conductor, contra-helically armored wireline cable. Once the tool string (link to ID 2964) has reached the bottom of the interval of interest, measurements are taken on the way out of the wellbore. This is done in an attempt to maintain tension on the cable (which stretches) as constant as possible for depth correlation purposes. (The exception to this practice is in certain hostile environments in which the tool electronics might not survive the downhole temperatures for long enough to allow the tool to be lowered to the bottom of the hole and measurements to be recorded while pulling the tool up the hole. In this case, ""down log"" measurements might be conducted on the way into the well, and repeated on the way out if possible.) Most wireline measurements are recorded continuously while the sonde is moving. Certain fluid sampling and pressure-measuring tools require that the sonde be stopped, increasing the chance that the sonde or the cable might become stuck. Logging while drilling (LWD) tools take measurements in much the same way as wireline-logging tools, except that the measurements are taken by a self-contained tool near the bottom of the bottomhole assembly and are recorded downward (as the well is deepened) rather than upward from the bottom of the hole.",Verb,Reservoir Characterization,https://glossary.slb.com/en/terms/l/log
iterative methods,Mathematical techniques that require an algorithm or equation to be repeated until a condition is met. These methods usually require the convergence of a result to a value. Computers are excellent tools for performing iterative techniques quickly and efficiently.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/i/iterative_methods
information theory,"The study, collection and management of information, especially with respect to computer technology. Information theory is an important component in the construction and efficient usage of databases.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/i/information_theory
indicator models,Models of reservoirs built using indicator (nonparametric) methods.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/i/indicator_models
indicator methods,An approach to stochastic imaging or simulation of a reservoir that is nonparametric. The Gaussian approach is a simpler approach that includes a normal score transform of the data to produce a new variable that is univariate and normally distributed.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/i/indicator_methods
interpolation,The assignment of values to points intermediate to two data points. Linear interpolation plots values along a straight line between the values of the two nearest data points. Other interpolation techniques involve other functions. Interpolation is used to fill in missing data in well logs and other data sets. It may also be used to assign values to grid elements in maps.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/i/interpolation
interstitial gas,"The gas stored in the pore space of a reservoir rock. Measurement of interstitial gas and adsorbed gas, which is the gas accumulated on the surface of another solid material, such as a grain of reservoir rock, allows calculation of gas in place in a reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/i/interstitial_gas
numerical reservoir simulation,The mathematical simulation of a numerical model of a reservoir's petrophysical characteristics to analyze and predict fluid behavior in the reservoir over time.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/n/numerical_reservoir_simulation
nested fractal structures,Any model that incorporates more than one variable that is represented by fractal geometry or a fractal function. These models can become very complex if the variables are interdependent.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/n/nested_fractal_structures
neural networks,"A concept for advanced computer calculations developed by Alan Turing to mimic some of the operations of the neurons in a brain. Memory elements (neurons) are conceptually interconnected by multiple paths connected with on-off switches to emulate the synapses of the brain. The original intent was to build a data-processing machine. Modern applications reduce the concept to structured digital software processing models. Repeated processing through a neural network allows the network to learn from the data it processes. The learned process obtained from a set of training data with solutions can then be applied to other data sets for which no solution exists. An oilfield example includes training a network with wireline log and core data and then using the network to interpret further log data in terms of the core data. Neural networks are also being used in seismic processing, geological mapping and petrophysical analysis.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/n/neural_networks
numerical model,"A rendering of a model of a reservoir or field in entirely numerical formats. Numerical models, once built, may be used to perform many mathematical operations, including calculations of available reserves and simulations of the behavior of the reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/n/numerical_model
nuclear magnetic resonance,"A phenomenon by which a nucleus absorbs electromagnetic radiation of a specific frequency in the presence of a strong magnetic field. Isidor Isaac Rabi (1898 to 1988), an American physicist born in Austria, first detected magnetic resonance in 1938. Since then, magnetic resonance has been applied to the detection of light atoms (such as hydrogen in hydrocarbons) and as a nondestructive way to study the human body.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/n/nuclear_magnetic_resonance
numerical methods,"Mathematical methods that require iterative processing of data rather than applying deterministic equations. Some relationships can be solved only by numerical methods, including most integration problems, some differentials and some statistical processes.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/n/numerical_methods
petrophysical model,"A process or procedure used to interpret petrophysical (usually wireline log) data. Usually representing a set of equations, algorithms, or other mathematical processes, petrophysical models often have multiple routines. For example, a deterministic model might include routines that calculate",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/petrophysical_model
petrophysical rock type,"Rock types that have been classified according to their petrophysical properties, especially properties that pertain to fluid behavior within the rock, such as",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/petrophysical_rock_type
Poisson distribution,"A probability distribution in which the mean and the variance are identical. This distribution was first described by S.D. Poisson, a French mathematician and physicist (1781–1840).",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/poisson_distribution
parameter,A characteristic of a model of a reservoir that may or may not vary with respect to position or with time. Porosity is a petrophysical parameter (or characteristic) that varies with position.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/parameter
parasequence boundary,A marine flooding surface or its correlative surface.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/parasequence_boundary
parasequence set,"A succession of genetically related parasequences that form a distinctive stacking pattern, and that are typically bounded by major marine flooding surfaces and their correlative surfaces. Parasequence sets are usually classified as progradational, aggradational or retrogradational.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/parasequence_set
periodogram,"A graphical representation of harmonic information in a dataset. Often taken from Fourier analysis of the data, this representation is used to determine periodicities in petrophysical data and in geological depositional sequences.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/periodogram
pressure transient well test,"A means of assessing reservoir performance by measuring flow rates and pressures under a range of flowing conditions and then applying the data to a mathematical model. In most well tests, a limited amount of fluid is allowed to flow from the formation being tested. The formation is isolated behind cemented casing and perforated at the formation depth or, in openhole, the formation is straddled by a pair of packers that isolate the formation. During the flow period, the pressure at the formation is monitored over time. Then, the formation is closed (or shut in) and the pressure monitored at the formation while the fluid within the formation equilibrates. The analysis of these pressure changes can provide information on the size and shape of the formation as well as its ability to produce fluids.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/pressure_transient_well_test
probability,A numerical estimate of the chances of an event occurring given a limited number of opportunities for the event to occur.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/probability
principal axis,"The axis along which the data in n-dimensional space is primarily distributed. In two dimensions, the first principal axis is the semimajor axis of the ellipse that best fits the dataset. Multiple principal axes are always orthogonal. Data are sometimes rearranged to be in principal component space before further analysis (such as cluster analysis) is performed. Analysis on data that have been transformed into principal component space is referred to as principal component analysis, or PCA.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/principal_axis
principal component analysis,"Analysis of data that has been transformed from the original axes to principal axes, often abbreviated PCA. The first principal axis is the direction in which the data are primarily distributed or the ""long"" axis of the distribution in n-dimensional space. Data are sometimes rearranged to be in principal component space before further analysis (such as cluster analysis) is performed.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/principal_component_analysis
pore gas,"Also known as interstitial gas, the gas stored in the pore space of a reservoir rock. Measurement of interstitial gas and adsorbed gas, which is the gas accumulated on the surface of another solid material, such as a grain of reservoir rock, allows calculation of gas in place in a reservoir.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/pore_gas
pressure transient analysis,"The analysis of pressure changes over time, especially those associated with small variations in the volume of fluid. In most well tests, a limited amount of fluid is allowed to flow from the formation being tested and the pressure at the formation monitored over time. Then, the well is closed and the pressure monitored while the fluid within the formation equilibrates. The analysis of these pressure changes can provide information on the size and shape of the formation as well as its ability to produce fluids.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/p/pressure_transient_analysis
quartile,"Special quantiles at 0%, 25%, 50%, 75% and 100%.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/q/quartile
quantile map,A map based on quantile values from the probabilities of the values of the data. This map is used to reveal problems with distributions of variables in geostatistical studies.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/q/quantile_map
uncertainty principle,"A quantum-mechanical principle formulated by German physicist Werner Karl Heisenberg. It proposes that measuring either one of two related quantities, such as position and momentum, or energy and time, produces uncertainty in the measurement of the other. The error in measurement of one (for example, position) times the error in measurement of the other (for example, momentum) must be greater or equal to Planck's constant. This principle accounts for bizarre behavior of subatomic particles and implies that we can never know everything exactly.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/u/uncertainty_principle
uncertainty,"Result of the evaluation aimed at characterizing the range within which the true value of a quantity is estimated to lie, generally with a given likelihood. (ISO) The uncertainty is the amount of possible inaccuracy. It is often a statistical estimate of this range, such as the half-width of a gaussian distribution. The quantity may have been measured or derived from an equation.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/u/uncertainty
variogram,"A two-point statistical function that describes the increasing difference or decreasing correlation, or continuity, between sample values as separation between them increases.",Noun,Geophysics,https://glossary.slb.com/en/terms/v/variogram
varimax rotation,A method for rotating axes of a plot such that the eigenvectors remain orthogonal as they are rotated. These rotations are used in principal component analysis so that the axes are rotated to a position in which the sum of the variances of the loadings is the maximum possible.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/v/varimax_rotation
Walther's law,"A law stating that lithologies that conformably overlie one another must have accumulated in adjacent depositional environments. Exceptions occur where there are erosional breaks. This law allows for transformations from the vertical data to a horizontal set and is often used when a vertical sequence of facies has been identified and characterized (for example, with Markov chain analysis) to estimate the horizontal depositional pattern.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/w/walthers_law
wireline log,"A continuous measurement of formation properties with electrically powered instruments to infer properties and make decisions about drilling and production operations. The record of the measurements, typically a long strip of paper, is also called a log. Measurements include",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/w/wireline_log
analog,"An example used for comparison. In oil and gas exploration, geoscientists and engineers compare new prospects and fields with fields and surface exposures thought to be similar in depositional environment and reservoir character to guide predictions. Wide variations in shale reservoirs create doubt about the utility of analog comparisons.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/a/analog
advective transport modeling,A series of techniques that use geostatistical methods to determine fluid and contaminant flow in the subsurface. These techniques are used primarily to study contamination in groundwater in environmental studies.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/a/advective_transport_modeling
additivity,"A property of semivariogram models. Any linear combination of admissible models with positive coefficients can be nested or added together. Generally, single models are used for modeling experimental semivariograms that are close in shape to one of the basic admissible models, or for the approximate fitting of complex structural functions. Nested models are used to better fit complex structural functions.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/a/additivity
azimuth,"The angle between the vertical projection of a line of interest onto a horizontal surface and true north or magnetic north measured in a horizontal plane, typically measured clockwise from north.",Noun,Geology,https://glossary.slb.com/en/terms/a/azimuth
artificial intelligence,"The study of ideas that enable computers to do the things that make people seem intelligent. The term is commonly abbreviated as A.I. Many computer programs written for use in the oil field utilize ""rule based"" approaches to provide expert systems. The rules are taken from an expert working in the field and are written in a way that attempts to reproduce the knowledge and approaches used by that expert to solve a range of real problems. Most such programs are limited to specific areas such as dipmeter interpretation, electrofacies determination, reservoir characterization, blowout prevention, drilling fluid selection, etc. Sometimes expert systems are written in computer languages that easily handle ""rules"" such as LISP, but once fully tested are usually translated to BASIC, C or FORTRAN to be compiled into efficient applications or programs.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/a/artificial_intelligence
arithmetic mean,A mathematical method of finding a central value for a group of data. It is most often referred to as the average but also as the mean. The arithmetic mean is the sum of all the observed values divided by the number of observations.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/a/arithmetic_mean
Sierpinski gasket,A form of fractal geometry based on a triangle. It has a fractal dimension D = ln 3/ln 2 = 1.58.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/sierpinski_gasket
seals,The geological barriers that isolate fluid compartments within reservoirs or that hydraulically isolate reservoirs from each other. The seals may contain fluids (for example shales) but have very low permeability. The properties of seals can determine the height of hydrocarbon column trapped below them.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/seals
structural analysis,"An examination of a geological scenario to understand the geometry and spatial arrangement of rocks. The structure or deformation can include many mechanisms, such as folding, faulting and fracturing. Structure can usually be interpreted in terms of the deformation of the crust of the Earth as continents and tectonic plates move and collide.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/structural_analysis
strike fault,"A fault whose primary movement is in the strike direction (usually horizontal). This type of fault is usually caused by continents or tectonic plates moving laterally with respect to each other, as is happening in California today. The San Andreas fault is a strike-slip fault along which the western side is moving north relative to the eastern side.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/strike_fault
stratigraphy,"The study of the history, composition, relative ages and distribution of strata, and the interpretation of strata to elucidate Earth history. The comparison, or correlation, of separated strata can include study of their lithology, fossil content, and relative or absolute age, or lithostratigraphy, biostratigraphy, and chronostratigraphy.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/stratigraphy
stratigraphic analysis,"An analysis of the history, composition, relative ages and distribution of strata, and the interpretation of strata to elucidate Earth history. The comparison, or correlation, of separated strata can include study of their lithology, fossil content, and relative or absolute age, or lithostratigraphy, biostratigraphy, and chronostratigraphy.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/stratigraphic_analysis
stochastic modeling,The production of a model of a reservoir or field by using stochastic methods to interpolate between data measurements (usually wells).,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/stochastic_modeling
stochastic methods,"An analysis related to a process involving a randomly determined sequence of observations, each of which is considered as a sample of one element from a probability distribution.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/stochastic_methods
stochastic analysis,"An analysis related to a process involving a randomly determined sequence of observations, each of which is considered as a sample of one element from a probability distribution.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/stochastic_analysis
synthetic seismograms,"The seismic traces at a wellbore generated from wireline log data. Synthetic seismograms are generated by calculating reflection coefficients from the sonic and density logs and then applying an ideal or real wavelet to the reflections to obtain the seismic ""wiggle"" traces. Synthetic seismograms are usually generated to compare with the actual seismic data and identify reflectors with layers and formations already known in the wellbore.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/synthetic_seismograms
SOR,"Abbreviation for residual oil saturation. Fraction of pore volume occupied by oil at the end of oil displacement that used a specific fluid. This reservoir engineering quantity signifies the ultimate recovery under a given displacement process and represents the endpoint of the relative permeability curves in reservoir simulation. The residual oil saturation quantity is the saturation achieved after an infinite number of pore volumes of the displacing fluid have flowed through a particular portion of reservoir rock. To define residual oil saturation, the displacement method and the type, volume, direction and velocity of the displacing fluid must be known. Residual oil saturation is the ratio of the immobile residual oil volume divided by the effective porosity.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/sor
spectral density analysis,A technique for utilizing fractal geometry to produce reservoir descriptions.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/spectral_density_analysis
single-shot survey,"A technique for acquiring deviation information from a borehole on a slickline. In high-angle wells, a multishot technique is usually used instead.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/single-shot_survey
simulated annealing,A method for constructing a gridded reservoir model by iterative trial and error. The grid is initially populated randomly with a characteristic (such as facies) so that some property (such as a net/gross ratio) is correct. Then the grids are randomly swapped so that the property is preserved but another property (such as total length) is improved.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/simulated_annealing
sinusoid,A property or characteristic that has the form of a sine wave.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/sinusoid
skewness,The degree to which a distribution has lost the bilateral symmetry of a normal distribution. Skewness is usually expressed qualitatively rather than quantitatively.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/skewness
scattergram,"A graph in which data points are plotted but not connected. The x and y axes of the scattergram represent the two variables being plotted. Sometimes, the data points are coded by using color or symbols to represent a third dimension.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/scattergram
sequential Gaussian simulation,"A procedure for estimating the reservoir characteristics between data points. Based on the idea of iterating from a first guess and refining through reduction of errors, the procedure generally transforms the model to normality, simulating the normally distributed transform, and then back-transforming to the original variable of interest.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/sequential_gaussian_simulation
solar terrestrial rhythms,"The periodicities in the behavior of the Earth and its climate with respect to the sun. Some rhythms are caused by variations in the elliptically of the Earth's orbit, rotation of the semimajor axis of the Earth's orbit, variation on the tilt of the Earth's axis and rotation in the tilt of the Earth's axis. Most of these rhythms are predictable over the short term (up to hundreds of millions of years) but can become chaotic due to the influence of other planets (particularly massive Jupiter) or extra solar-system activity. The rhythms affect sea level and other factors that dictate the long-term behavior of depositional systems.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/solar_terrestrial_rhythms
statistics,"A branch of mathematics that attempts to bring some understanding in the analysis of quantitative measurements. This science deals with the collection, analysis and interpretation of numerical data, often using probability theory. Statistics can also involve the generation of synthetic data between or within a group of measured data.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/statistics
stationarity,"A form of homogeneity in a single characteristic. Local stationarity occurs when two or more adjacent, locally homogeneous samples yield similar values of the property of interest.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/stationarity
spline,"A mathematical procedure for connecting data points with a smooth line. The line does not necessarily go through the data points, but its direction and curvature are affected by all the data points. The ""stiffness"" of the line is controlled by a variable (lambda) in the algorithm.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/s/spline
transgressive surface,"A marine flooding surface separating the underlying lowstand systems tract from the overlying transgressive systems tract. Typically, this is the first major flooding surface following the lowstand systems tract.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/t/transgressive_surface
tortuosity,"A measure of the geometric complexity of a porous medium. Tortuosity is a ratio that characterizes the convoluted pathways of fluid diffusion and electrical conduction through porous media. In the fluid mechanics of porous media, tortuosity is the ratio of the length of a streamline—a flow line or path—between two points to the straight-line distance between those points. Tortuosity is thus related to the ratio of a fluid's diffusion coefficient when it is not confined by a porous medium to its effective diffusion coefficient when confined in a porous medium. Tortuosity is also related to the formation factor, which is the ratio of electrical resistivity of a conductive fluid in a porous medium to the electrical resistivity of the fluid itself.",Noun,Formation Evaluation,https://glossary.slb.com/en/terms/t/tortuosity
theoretical,"Pertaining to analysis based on equations or formulae derived from a theoretical basis in science. The majority of equations used in reservoir characterization and reservoir engineering are empirical, but many have been derived from scientific theory.",Adjective,Reservoir Characterization,https://glossary.slb.com/en/terms/t/theoretical
tensor methods,"A mathematical entity with components that change in a particular way in a transformation from one coordinate system to another. Tensor methods are used in ""upscaling"" reservoir parameters for use in reservoir simulation studies.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/t/tensor_methods
median,"A mathematical measure of the centrality of a dataset. If the dataset is arranged in the order of the values, the median is the value of the central data point for an odd number of data, or the mean of the two central data points for an even number of data. The median is often used in place of the mean or average when there are a number of extreme data values or the distribution of data is skewed.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/median
midrange,A mathematical method of finding a central value for a group of data. The midrange is defined as the sum of the lowest value in the dataset and the highest value if the dataset divided by two.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/midrange
map,"A representation, on a plane surface and at an established scale, of the physical features of a part or whole of the Earth's surface or of any desired surface or subsurface data, by means of signs and symbols, and with the means of orientation indicated. Reservoirs are often represented by a series of maps for each of the layers distinguished within the reservoir. This series of maps may include maps of structure, gross thickness, net thickness, porosity, water saturation and other required petrophysical characteristics. A complete set of petrophysical characteristic maps may constitute a reservoir description, reservoir characterization or reservoir model.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/map
marine flooding surface,"Sometimes abbreviated to flooding surface, a surface exhibiting evidence of an abrupt increase in water depth, separating younger from older strata. The surface may also display evidence of minor submarine erosion. It forms in response to an increase in water depth and typically bounds parasequences. In sequence stratigraphic terminology, it replaces the older, more generic term ""trangressive surface,"" although it is not a strict equivalent.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/marine_flooding_surface
magnetic resonance,"A phenomenon by which a nucleus absorbs electromagnetic radiation of a specific frequency in the presence of a strong magnetic field. Isidor Isaac Rabi (1898 to 1988), an American physicist born in Austria, first detected magnetic resonance in 1938. Since then, magnetic resonance has been applied to the detection of light atoms (such as hydrogen in hydrocarbons) and as a nondestructive way to study the human body.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/magnetic_resonance
maximum flooding surface,"A widespread marine flooding surface that separates the underlying transgressive systems tract from the overlying highstand systems tract. The surface also marks the deepest water facies within a sequence. The maximum flooding surface represents a change from retrogradational to progradational parasequence stacking patterns. It commonly displays evidence of condensation or slow deposition, such as abundant burrowing, hardgrounds, mineralization and fossil accumulations. On wireline logs, the shales that immediately overlie the maximum flooding surface commonly have different characteristics than other shales and can often be recognized on the basis of resistivity, gamma ray, neutron and density logs. These shales can also be recognized by electrofacies analysis when the analysis is designed to do so.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/maximum_flooding_surface
mean,A mathematical method of finding a central value for a group of data. It is most often referred to as the average but also as the arithmetic mean; it is the sum of all the observed values divided by the number of observations.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/mean
multiple regression,"Regression techniques that find relationships between two or more variables that have a complex (nonlinear) relationship. Porosity and permeability relationships are often of this form in rocks that have multiple porosity types (primary, intergranular, fracture or vugular porosity, for example) or multiple cement types and other variables that affect permeability.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/multiple_regression
multishot survey,A technique for determining the deviation of a wellbore. The multishot tool provides more accuracy than the single-shot tool and is usually used in highly deviated wells.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/multishot_survey
model,"A representation of a physical property or entity that can be used to make predictions or compare observations with assumptions. Mathematical velocity models are commonly used to predict the depth to a formation of interest. Physical models, such as layers of clay or putty, can be used to simulate rock layers. As Sheriff (1991) points out, agreement between data and a model does not prove that the model is correct, since there can be numerous models that agree with a given dataset.",Noun,Geophysics,https://glossary.slb.com/en/terms/m/model
Monte Carlo risk analysis,"An approach to performing risk analysis on any project with uncertain input data. Generally, numbers are selected from representative input data and then used in iterative, CPU-intensive calculations to find the most likely outcome and the range of probable outcomes. The uncertainty in the output also provides a measure of the validity of the model. The technique is applied to financial investment portfolio and investment risk analysis as well as scientific applications. Monte Carlo analysis methods are used in the oil field to estimate the risks involved in new exploration projects, evaluation of development schemes and evaluation of validity of reservoir models.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/monte_carlo_risk_analysis
modeling,The act of constructing a model.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/modeling
Monte Carlo simulation,The use of Monte Carlo risk analysis techniques to estimate the most probable outcomes from a model with uncertain input data and to estimate the validity of the simulated model.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/monte_carlo_simulation
Monte Carlo sampling,The sampling of uncertain data for use in Monte Carlo risk analysis or simulation.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/m/monte_carlo_sampling
moment,The product of a physical quantity and its distance from an axis or a tendency to cause motion around an axis.,Noun,General Terms,https://glossary.slb.com/en/terms/m/moment
empirical,Pertaining to analysis that includes equations or formulae that were derived purely from data analysis and were not derived from a theoretical basis. The majority of equations used in reservoir characterization and reservoir engineering are empirical.,Adjective,Reservoir Characterization,https://glossary.slb.com/en/terms/e/empirical
eigenvector,"The vector that best represents the trend of data in multiple dimensions. This is the major component of principal component analysis (PCA). In log analysis, log data plotted in the number of dimensions equal to the number of curves can be subjected to principal component analysis, replotted in PCA space, and then subjected to cluster analysis to find usable electrofacies.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/eigenvector
expectation,"The results of extrapolating from a known data point to points away from measurements. In geostatistical modeling, generating expectation trends is a fundamental process that requires procedures to estimate geometric changes by using various statistical approaches. Often, trends in surfaces are estimated and used to provide bounds on possible facies extrapolation.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/expectation
Euclidian distance,The distance between two points in Euclidian space. Euclidian dimensions are all orthogonal to each other (they are all at right angles to each other) and refer to physical space.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/euclidian_distance
Epanechnikov kernel,"A discontinuous parabola kernel that is used in contouring areal density of data points in a crossplot. The kernel function can take many other forms, such as triangular, rectangular or Gaussian. The function determines the shape of the bump or cluster of data under scrutiny. This technology is often used in cluster analysis and statistical graphic techniques.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/epanechnikov_kernel
eustatic sea level,"Global sea level, which changes in response to changes in the volume of ocean water and the volume of ocean basins.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/eustatic_sea_level
Euclidian dimension,"A dimension in Euclidian space. Euclidian dimensions are all orthogonal to each other (at right angles to each other) and refer to physical space with X, Y and Z components.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/euclidian_dimension
expert system,"A computer system that uses a rule-based algorithm to provide expertise on a given subject. Many computer programs have been written for use in the oil field using rule-based approaches to provide expert systems. The rules are taken from an expert working in the field and are written in a way that attempts to reproduce the knowledge and approaches used by that expert to solve a range of actual problems. Most such programs are limited to specific disciplines such as dipmeter interpretation, electrofacies determination, reservoir characterization, blowout prevention or drilling fluid selection. Sometimes expert systems are written in computer languages such as LISP that easily handles rules, but once fully tested, expert systems are usually translated to BASIC, C or FORTRAN to be compiled into efficient applications or programs.",Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/expert_system
error,A data value that is not correct. This could be caused by a faulty measurement or by incorrect processing of the data.,Noun,Reservoir Characterization,https://glossary.slb.com/en/terms/e/error
